2,5,10
116725.73795505312,120859.9106207863,118838.78890328
127223.7276133247,122065.21693349311,118013.28426626473
125241.23455337697,120133.14996642339,118583.32699756173
120599.88032310843,114215.63813673091,120496.83586827606
127830.20556140377,117450.2006471958,116667.61257137879
123588.07658286532,120702.50903808752,118061.71298635085
122869.31709784732,112730.66298338945,119297.90856715638
123688.48358515359,121455.3133871311,121003.97706845931
117652.8533709734,122571.64119650268,118910.74660237128
123210.6758261882,118844.03159790355,119060.83607208978
125499.3569712404,122811.74433396911,118622.26520809422
124309.97388899207,120065.46856258335,120583.75688027588
126396.36079350865,117598.42438673781,119786.08768840403
138225.68359773562,122217.78450959572,124230.88091497537
119233.94055781564,120465.61371360735,122531.06145658382
126461.10011786198,123393.52862859216,115047.69985342587
124956.62458863723,119510.7569829735,117568.11243790307
121317.62131047656,120567.95089718816,117139.39662145283
130952.41799142408,120578.87390290972,112704.5293238193
129750.32651064543,116567.01786405621,120835.84077339846
121007.11946768206,116611.34309135942,120018.30941151663
116913.96442335311,124163.20357300101,115767.22637050584
127663.54453368386,118452.506117645,115129.20492269803
132284.13267608604,118887.28141730341,117428.33245627536
134111.4066169908,116024.91046074074,121756.06207869391
137203.36387115024,122101.74298166345,118077.83873662603
131941.7548916228,120999.05958300308,114499.6870339017
126132.51894574868,122324.32080283292,116899.96000528276
118712.65943683058,130522.41830266436,118259.84648976104
124871.18349800658,117687.99362522514,116389.53598719739
